"Bucket","Area","ID","ItemType","Title","Priority","Milestone","Status","XBrowser_Current","XBrowser_Task","Suggested_Files","DependsOn","Done_Criteria","Test_Steps","SourceCsv","SourceKind"
"developed","Sidebar","ZEN-013","Feature","底部按钮条","MVP","M1","done","已实现(基础)","在 XBrowser 侧边栏底部加入固定按钮区：工作区切换、New、侧边栏展开/收起","ui/qml/BrowserWindow.qml; ui/qml/components/SidebarFooter.qml","ZEN-011","底部按钮区固定可用，支持新增标签/切换工作区/收起侧栏","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Sidebar","INT-002","Interaction","侧栏展开/收起：宽度+透明度过渡","P0","M1","done","当前通过 Layout.preferredWidth=0 + visible 直接切换，无过渡。","为侧栏容器增加 width/opacity 动画；收起时保持内容不抖动（避免 layout reflow 造成跳动）。","ui/qml/BrowserWindow.qml","INT-001","展开/收起侧栏有一致过渡；且不会引起内容区闪烁/跳动。","连续快速切换侧栏 10 次：无闪烁、无卡死、最终状态正确","logs/zen_browser_interaction_plan.csv","logs"
"developed","Sidebar","INT-004","Interaction","侧栏宽度拖拽：光标/最小最大/双击复位","P1","M1","done","当前可拖拽但无光标提示，复位/限制规则不明显。","为拖拽区域设置 Qt.SizeHorCursor；增加双击复位；统一 min/max（与布局一致）。","ui/qml/BrowserWindow.qml; src/core/AppSettings.*","INT-001","拖拽时光标正确；宽度被限制；双击手柄回到默认值并持久化。","拖拽到极小/极大 -> 不越界；双击 -> 回到默认宽度","logs/zen_browser_interaction_plan.csv","logs"
"developed","Sidebar","NEXT-V4-010","Interaction","侧栏面板体系(书签/历史/下载/扩展)统一入口","P1","M6","done","目前下载/扩展多为独立dialog/overlay。","引入 SidebarPanels：统一在侧栏/顶部按钮打开书签/历史/下载/扩展面板；复用 OverlayHost/PopupManager。","ui/qml/BrowserWindow.qml; ui/qml/components/SidebarPanels.qml (new)","NEXT-V4-001","侧栏可切换至少2种面板且打开/关闭路径短且不遮挡。","打开书签面板->切换到下载面板->返回tabs列表","logs/zen_browser_next_plan_v4.csv","logs"
"developed","Sidebar/CustomizableUI","ZEN-014","Feature","顶部按钮条与 splitter","MVP","M1","done","已实现(基础)","在 XBrowser：实现侧边栏可拖拽宽度（splitter），并持久化到设置","ui/qml/BrowserWindow.qml; src/core/*Settings* (待建)","ZEN-011","侧边栏宽度可拖拽调整，重启后保持","","logs/zen_browser_feature_impl_plan.csv","logs"
"developing","Sidebar/CustomizableUI","NEXT-V5-052","Interaction","侧栏顶部按钮可自定义：显示/隐藏/排序","P3","M20","todo","顶部按钮固定且不可配置","定义 SidebarButtonsStore（JSON）；支持显示/隐藏与排序；BrowserWindow 按配置渲染；Settings 提供拖拽排序 UI","src/core/SidebarButtonsStore.* (new); ui/qml/BrowserWindow.qml; ui/qml/components/SettingsDialog.qml; tests/TestAppSettings.cpp","","用户可隐藏一个按钮并拖拽排序且重启保持","Settings->Sidebar->隐藏 Downloads 按钮->侧栏顶部消失->拖拽排序->重启保持；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Sidebar/Essentials","INT-V3-004","Interaction","pinned/essentials 布局细节：窄态更像 Zen（图标栅格）且 Ctrl/Shift 多选与 tooltip 不退化","P1","M4","done","Essentials 之前在窄态仍为单列列表（仅隐藏文本）。","sidebarIconOnly 时切换为 GridView 图标栅格；保留点击激活、Ctrl/Shift 多选、tooltip。","ui/qml/BrowserWindow.qml; src/core/TabFilterModel.*; src/core/TabModel.*","","侧栏窄态 essentials 显示为图标栅格；Ctrl/Shift 多选仍可用；tooltip 可见。","把侧栏拖到很窄 -> essentials 变为 grid；Ctrl/Shift 多选仍可用；hover 显示标题/URL tooltip","logs/zen_browser_interaction_plan_v3.csv","logs"
"developing","SiteDataPanel","NEXT-V5-017","Interaction","Site Data 面板：cookies 列表+一键清理当前站点","P1","M16","todo","当前无站点数据面板或信息不足","新增 SiteDataPanel：展示 cookie 列表与删除按钮；一键清理当前站点 cookies；与 PopupManager/OverlayHost 正确 layering","ui/qml/components/SiteDataPanel.qml (new); ui/qml/BrowserWindow.qml; ui/qml/components/PopupManager.qml; src/engine/webview2/WebView2CookieModel.* (new)","NEXT-V5-016","从地址栏站点图标可打开 Site Data 面板并完成清理","打开站点->点击站点信息->进入 Site Data->清理 cookies->刷新->登录态消失或 cookie 为空；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","SiteDataPanel","ZEN-091","Feature","站点数据/扩展统一面板","P3","M4","done","未实现","在 XBrowser：可选实现 Site Panel（权限/下载/扩展入口/复制 URL）作为侧栏或弹层","ui/qml/components/SitePanel.qml (待建)","ZEN-016","存在可打开的站点面板并至少包含复制 URL/权限入口","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","SiteInfo","INT-023","Interaction","站点信息/权限 doorhanger：锚定地址栏左侧/站点按钮","P1","M2","done","当前 sitePanelButton 仅 toast 'not implemented'。","实现 SiteInfoPanel：展示 origin/证书状态（可先简化）+ 常用权限开关入口；关闭策略 CloseOnEscape/点击外部。","ui/qml/BrowserWindow.qml; ui/qml/components/PopupManager.qml; (new) ui/qml/components/SiteInfoPanel.qml","","点击站点按钮弹出面板；关闭策略符合预期；信息不会空白。","打开 https 站点 -> 点站点按钮 -> 面板显示 origin","logs/zen_browser_interaction_plan.csv","logs"
"developing","SiteInfo","NEXT-V5-018","Interaction","站点信息面板：安全状态+快捷入口（权限/站点数据）","P1","M16","todo","当前站点信息入口不完整或信息不足","增加 SiteInfoPanel：展示 scheme/host/安全提示；提供按钮打开 PermissionsPanel 与 SiteDataPanel；确保弹层不遮挡","ui/qml/components/SiteInfoPanel.qml (new); ui/qml/BrowserWindow.qml; ui/qml/components/PopupManager.qml","NEXT-V5-017","点击地址栏左侧图标可打开面板并跳转到权限/站点数据","打开 https 站点->点击锁图标->显示 host 与安全提示->点击 Permissions/Site Data 按钮->对应面板打开；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","SplitView","INT-V3-002","Interaction","分屏网格(2x2/3 panes)分隔线可拖拽并可双击复位","P0","M4","done","2-pane 已可拖拽；网格模式此前固定 50/50。","新增 gridSplitRatioX/Y 并持久化；网格竖/横分隔线支持拖拽与双击复位。","src/core/SplitViewController.*; src/core/SessionStore.*; ui/qml/BrowserWindow.qml; tests/TestSplitViewController.cpp; tests/TestSessionStore.cpp","","paneCount>2 时竖/横分隔线可拖拽；双击复位；重启后比例保持。","拖拽竖线/横线 -> pane 大小变化；双击 -> 回到均分；重启应用 -> 比例仍在","logs/zen_browser_interaction_plan_v3.csv","logs"
"developing","SplitView","NEXT-V5-069","Interaction","链接右键：Open Link in Split View（新 pane）","P1","M22","todo","WebView2 context menu 缺少 split 入口","WebView2View contextMenuRequested 提取 linkUrl；ContextMenu 增加 Open Link in Split；调用 SplitViewController 打开到空 pane 或新增 pane","src/engine/webview2/WebView2View.*; ui/qml/components/ContextMenu.qml; ui/qml/BrowserWindow.qml; src/core/SplitViewController.*","","右键链接选择 Open in Split 后分屏出现并打开该链接","打开网页->右键一个链接->Open in Split->分屏并打开；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","SplitView","ZEN-070","Feature","分屏/网格分割","P1","M2","done","部分实现","在 XBrowser：实现 SplitView 容器（2-4 panes）+ 每 pane 绑定 tab/webview","ui/qml/components/SplitView.qml (待建); src/core/TabModel.*","ZEN-011","能把当前视图分成 2 个 pane 并分别打开不同 tab","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","SplitView","INT-030","Interaction","分屏焦点与键盘：明确当前 pane，高亮边框，快捷键切换 pane","P2","M2","done","当前分屏存在，但 focusedPane 交互/视觉弱。","点击 pane 设为 focusedPane；用快捷键（如 Ctrl+Alt+←/→）切换；用边框高亮。","ui/qml/BrowserWindow.qml; src/core/SplitViewController.*; ui/qml/components/Shortcuts.qml","","分屏焦点清晰；键盘可切换；操作不影响导航。","开启分屏 -> 点击右侧 -> 高亮右侧 -> 快捷键切回左侧","logs/zen_browser_interaction_plan.csv","logs"
"developing","SplitView","NEXT-V5-070","Interaction","分屏操作：Swap panes 与键盘快捷键","P2","M22","todo","SplitView 缺少 swap/快捷键","SplitViewController 增加 swapPanes；命令 split-swap（例如 Ctrl+Shift+S）；UI 增加按钮入口；持久化顺序","src/core/SplitViewController.*; ui/qml/BrowserWindow.qml; src/core/ShortcutStore.*; tests/TestSplitViewController.cpp","","Ctrl+Shift+S 可交换两个 pane 的网页并保持焦点","开启 2-pane 分屏->两侧打开不同网址->按 Ctrl+Shift+S->两侧互换；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","SplitView","NEXT-V5-071","Interaction","分屏关闭与聚焦：Close pane/Focus next pane","P2","M22","todo","分屏 pane 关闭与焦点切换路径长","命令 split-close-pane / split-focus-next；支持关闭当前 pane 但保留至少1 pane；更新 UI 状态与 session","src/core/SplitViewController.*; ui/qml/BrowserWindow.qml; src/core/ShortcutStore.*; src/core/SessionStore.*","","可用快捷键关闭当前 pane 且焦点移动到剩余 pane","开启3-pane->关闭当前 pane->paneCount 减1 且焦点切换；重启后保持；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","SplitView","NEXT-V5-072","Interaction","SplitView 单测：open link/swap/close","P2","M22","todo","单测未覆盖 swap/close/open link","扩展 TestSplitViewController 覆盖 swapPanes/closePane/focusNext；SessionStore 持久化顺序","tests/TestSplitViewController.cpp; tests/TestSessionStore.cpp; src/core/SplitViewController.*; src/core/SessionStore.*","NEXT-V5-070","ctest 覆盖新增用例且通过","cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","SplitView","ZEN-071","Feature","Overlay 与 Dropzone","P2","M3","done","已实现(基础)","在 XBrowser：实现内容区 Dropzone（拖拽高亮边缘）并触发 split/rearrange","ui/qml/components/SplitDropzone.qml (待建)","ZEN-070","拖拽 tab 到内容区边缘时显示可放置区域并完成分屏","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","SplitView","INT-031","Interaction","分屏拖拽手柄：光标/双击复位/持久化比例","P3","M3","done","当前可拖拽但无光标/复位/持久化。","为 splitHandle 设置 Qt.SizeHorCursor；双击复位 splitPos；可选：存到 settings/session。","ui/qml/BrowserWindow.qml; src/core/SessionStore.*; src/core/AppSettings.*","INT-001","手柄交互完整；分屏比例可复位且可记忆。","拖拽比例 -> 重启 -> 比例仍在（若开启持久化）","logs/zen_browser_interaction_plan.csv","logs"
"developed","Stability","NEXT-V4-012","Interaction","可视化日志/诊断面板(开发用)","P2","M6","done","已有日志文件与WebView2缺失提示，但缺少应用内诊断页。","新增 DiagnosticsDialog：展示版本/Qt/WebView2版本/路径/最近错误/打开日志按钮。","ui/qml/components/DiagnosticsDialog.qml (new); src/core/AppPaths.*","","可从菜单打开诊断页并一键打开日志文件夹。","触发一次错误->打开诊断页->看到错误摘要->点击打开日志目录","logs/zen_browser_next_plan_v4.csv","logs"
"developing","Stability","NEXT-V5-057","Interaction","Profile 文件锁：避免多进程同时写同一数据目录","P2","M21","todo","多窗口/多进程可能意外共享 profile 导致数据竞争","在 profile 目录创建 lockfile（QFile lock 或 OS mutex）；启动时检测并提示；incognito 绕过；提供最小单测","src/core/AppPaths.*; src/app/main.cpp; tests/TestAppSettings.cpp (or new)","","同一 profile 启动第二个实例会提示并退出或切换到新 profile","启动 xbrowser --profile A 两次->第二次提示->不破坏数据；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Startup","ZEN-020","Feature","预加载模块(更早于 global-scripts)","MVP","M1","done","已实现(基础)","在 XBrowser：应用启动期先初始化 Workspaces/Settings，再构建 UI","src/app/main.cpp; src/core/*Workspace* (待建)","","启动顺序明确：Settings/Workspace -> UI -> WebView2","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Startup","ZEN-021","Feature","加载 CSS 与 Feature Modules","MVP","M1","done","已实现(基础)","在 XBrowser：拆分 QML 样式/主题变量与组件模块加载，保证主窗口只依赖少量入口文件","ui/qml/BrowserWindow.qml; ui/qml/components/*","ZEN-020","主窗口入口清晰，主题与功能模块可按需加载/开关","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Startup","INT-V2-001","Interaction","QML加载失败时可定位且不阻塞主流程","P0","M1","done","曾出现 BrowserWindow.qml 语法错误/重复 id 导致 Main.qml 加载失败。","修复QML语法/重复id类问题，保证至少能启动到主界面并输出可用日志。","ui/qml/BrowserWindow.qml; ui/ui.qrc","","应用可启动且日志不再出现“QQmlApplicationEngine failed to load component”。","构建 Debug -> 启动 -> 检查 %LOCALAPPDATA%\\XBrowser\\XBrowser\\xbrowser.log","logs/zen_browser_interaction_plan_v2.csv","logs"
"developed","Tabs","ZEN-040","Feature","垂直标签样式栈","MVP","M1","done","已实现(基础)","在 XBrowser：定义 Sidebar Tabs 视觉规范（间距/圆角/hover/选中/滚动）并组件化","ui/qml/components/TabList.qml; ui/qml/components/TabItem.qml","ZEN-031","tab 列表支持选中/hover/滚动/右键菜单入口","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Tabs","INT-005","Interaction","标签列表增删动效（add/remove/move transition）","P1","M1","done","ListView 默认行为：插入/删除基本无过渡。","为 tab ListView 增加 add/remove/move transitions（与 motion token 统一）；避免影响拖拽性能。","ui/qml/BrowserWindow.qml","INT-001","新增/关闭/移动标签时有一致过渡，且拖拽依然顺滑。","新建 5 个 tab -> 关闭中间 2 个 -> 列表过渡自然且不卡","logs/zen_browser_interaction_plan.csv","logs"
"developed","Tabs","INT-006","Interaction","标签项信息密度：favicon/加载中/音频状态（可渐进）","P1","M1","done","当前仅显示 title 文本，无 favicon/加载/音频。","先：为 active tab 采集 title/url/favicon/audio 状态并写回 TabModel；后：显示在每个 tab 项里。","src/core/TabModel.*; src/engine/webview2/WebView2View.*; ui/qml/BrowserWindow.qml","INT-010","tab 列表能显示 favicon（至少 active tab）与加载/音频状态指示。","打开播放音频页面 -> tab 上出现音频标识；加载中出现 spinner","logs/zen_browser_interaction_plan.csv","logs"
"developed","Tabs","INT-009","Interaction","拖拽排序：插入指示线 + 自动滚动","P1","M1","done","当前 DropArea 直接 moveTabBefore，无插入提示/自动滚动。","增加拖拽 hover 计算插入位置并渲染指示线；拖拽到边缘触发 listView.contentY 滚动。","ui/qml/BrowserWindow.qml","INT-005","拖拽排序可预期；长列表可自动滚动；不会误排序。","创建 30 个 tab -> 拖拽第 1 个到末尾：能自动滚动并准确落位","logs/zen_browser_interaction_plan.csv","logs"
"developed","Tabs","NEXT-V4-008","Interaction","Tab搜索/快速切换(Switcher)","P1","M5","done","已实现 TabSwitcher（Ctrl+K 弹层搜索 title/url，按最近使用排序）。","新增 Tab Switcher：Ctrl+K 搜索tab(title/url)并回车切换；支持最近使用排序。","src/core/TabSwitcherModel.*; src/core/TabModel.*; ui/qml/components/TabSwitcher.qml (new); ui/qml/BrowserWindow.qml","NEXT-V4-001","可在弹层中搜索tab并切换焦点到对应pane/tab。","打开10个tab -> Ctrl+K -> 输入关键字 -> 回车切换正确","logs/zen_browser_next_plan_v4.csv","logs"
"developing","Tabs","NEXT-V5-039","Interaction","Tab Group 折叠/展开并持久化","P1","M19","todo","TabGroupModel 无折叠状态","TabGroupModel 增加 collapsed 字段与 setCollapsed；SessionStore 保存/恢复；侧栏 group header 点击切换","src/core/TabGroupModel.*; src/core/SessionStore.*; ui/qml/BrowserWindow.qml; tests/TestSessionStore.cpp","","折叠后组内 tab 隐藏且重启后折叠状态保持","创建一个 group 并放入2个 tab->点击 header 折叠->重启->仍折叠；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Tabs","NEXT-V5-041","Interaction","Recently Closed：列表+菜单+恢复策略","P1","M19","todo","仅支持恢复最后一个 tab 或无列表","BrowserController 维护最近关闭栈（含 title/url/workspaceId）；菜单显示最近 10 个并可点击恢复；支持清空列表；持久化到 SessionStore","src/core/BrowserController.*; src/core/SessionStore.*; ui/qml/BrowserWindow.qml; tests/TestSessionStore.cpp","","可从菜单恢复任意一条最近关闭记录且重启后列表仍在","关闭3个 tab->打开菜单->看到 3 条->点击第2条恢复->重启->列表仍有剩余；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Tabs","ZEN-041","Feature","Essentials(固定/常用标签)区","P1","M2","done","已实现(基础)","在 XBrowser：增加 Pinned/Essentials 数据结构（可选：两级固定）并渲染为网格或列表","src/core/TabModel.*; ui/qml/components/EssentialsGrid.qml (待建)","ZEN-012","可把标签标记为 essentials，并在侧边栏独立显示","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Tabs","INT-007","Interaction","标签项 hover 操作：仅在 hover 显示关闭/置顶/更多","P2","M2","done","当前关闭/置顶按钮常驻（Essentials/普通 tab），视觉噪音较大。","改成 hover 才显示按钮（或仅 active/hover 显示）；保留键盘/右键路径。","ui/qml/BrowserWindow.qml","INT-001","非 hover 状态更简洁；hover 时操作按钮出现且不抖动。","在 tab 列表快速移动鼠标：按钮出现/消失稳定且无布局跳动","logs/zen_browser_interaction_plan.csv","logs"
"developed","Tabs","INT-008","Interaction","中键关闭标签（列表项）","P2","M2","done","当前仅有按钮/快捷键关闭。","为 tab delegate 增加 MiddleButton 关闭逻辑；需避免与拖拽冲突。","ui/qml/BrowserWindow.qml","","中键点击 tab 关闭；拖拽不受影响。","中键点任意 tab -> 关闭；按住左键拖拽 -> 不触发关闭","logs/zen_browser_interaction_plan.csv","logs"
"developed","Tabs","INT-012","Interaction","标签右键菜单补齐常用项（Duplicate/Copy URL/Open in Split/Move to Workspace 等）","P2","M2","done","目前 tab 右键菜单只有 Close/Ungroup 等少量项。","扩展 tab context menu：复制链接、复制标题、重复标签、在分屏打开、移动到工作区、新窗口等。","ui/qml/BrowserWindow.qml; src/app/main.cpp（commands）","","右键菜单覆盖高频动作；触发后状态正确且有反馈。","右键 tab -> Duplicate -> 新 tab 出现且 URL 一致","logs/zen_browser_interaction_plan.csv","logs"
"developed","Tabs","INT-013","Interaction","分组交互：拖拽到组标题即可归组；拖到空白处取消分组","P2","M2","done","当前只能在组内排序，归组路径依赖菜单按钮。","为组标题/空白区域添加 DropArea：drop 时 setGroupIdAt；并提供视觉提示。","ui/qml/BrowserWindow.qml; src/core/BrowserController.*","","拖拽 tab 到组标题可归组；拖拽到“Tabs”空白区可取消分组。","拖拽某 tab 到 Group A 标题 -> 出现在组内；再拖到空白区 -> 回到未分组列表","logs/zen_browser_interaction_plan.csv","logs"
"developed","Tabs","INT-014","Interaction","组标题：重命名/颜色/折叠动效（渐进）","P2","M2","done","目前组名固定（Group N），折叠瞬时且无重命名入口。","为 TabGroupModel 增加 rename API；UI 提供双击/菜单重命名；折叠加过渡。","src/core/TabGroupModel.*; ui/qml/BrowserWindow.qml","INT-001","可重命名组；折叠/展开有过渡；状态持久化到 session.json。","重命名组 -> 重启应用 -> 组名仍存在","logs/zen_browser_interaction_plan.csv","logs"
"developing","Tabs","NEXT-V5-040","Interaction","侧栏 group header 交互细节：hover/右键/多选不退化","P2","M19","todo","group header 交互细节不足","group header 增加右键菜单：Rename/Delete/Collapse All/Expand All；保证 PopupManager 不裁剪；多选时批量动作一致","ui/qml/BrowserWindow.qml; ui/qml/components/ContextMenu.qml; ui/qml/components/PopupManager.qml","NEXT-V5-039","右键菜单完整可见且批量操作不崩溃","右键 group header->Rename->生效；右键->Collapse All->所有组折叠；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Tabs","NEXT-V5-045","Interaction","TabModel 缩略图缓存：LRU 与释放策略","P2","M19","todo","TabModel 未存 thumbnail","TabModel 增加 thumbnail role（QImage/QUrl）；在 tab 切换/加载完成时异步捕获；实现 LRU 限制（例如 30 张）；reduceMotion 可降低频率","src/core/TabModel.*; ui/qml/BrowserWindow.qml","NEXT-V5-044","切换多个 tab 后 hover 可看到对应预览且内存不持续增长","打开10个 tab->来回切换->观察预览更新；监控内存不持续增长；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Tabs","NEXT-V5-047","Interaction","Tab/Workspace 新增单测：group collapse 与 recently closed","P2","M19","todo","缺少折叠与 recently closed 的单测覆盖","扩展 TestTabModel/TestSessionStore 覆盖 group collapsed 持久化；recentlyClosed push/pop/limit；restore 行为","tests/TestTabModel.cpp; tests/TestSessionStore.cpp; src/core/TabModel.*; src/core/SessionStore.*","NEXT-V5-039","ctest 覆盖新增用例且通过","cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Tabs","ZEN-042","Feature","固定标签管理器","P2","M3","done","已实现(基础)","在 XBrowser：实现 pinned tab 的“关闭键行为策略”与“重置到初始 URL(可选)”","src/core/TabModel.*; src/core/BrowserController.*","ZEN-041","Pinned tab 的关闭策略可配置，且不影响普通 tab","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Tabs","ZEN-043","Feature","标签重命名","P2","M3","done","已实现(基础)","在 XBrowser：TabItem 支持 inline rename，并持久化到会话/工作区","src/core/TabModel.*; ui/qml/components/TabItem.qml","ZEN-040","双击可编辑标题并保存，刷新/切换标签不丢失","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Tabs","ZEN-044","Feature","无历史返回自动关标签","P3","M4","done","已实现(基础)","在 XBrowser：可选实现类似规则（需 WebView2 历史判断）","src/engine/webview2/WebView2View.*; src/core/BrowserController.*","","当后退无历史且符合条件时自动关闭当前 tab","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Theme","ZEN-181","Feature","全局样式装载点","MVP","M1","done","已实现(基础)","在 XBrowser：把布局规则放到 QML 组件与 theme vars，而不是散落在 JS","ui/qml/components/*","ZEN-180","样式可通过少量 theme vars 调整而不需要全局搜索替换","","logs/zen_browser_feature_impl_plan.csv","logs"
"developing","Theme","NEXT-V5-049","Interaction","Theme 编辑器：Accent/Radius/Separation 可调","P2","M20","todo","ThemesDialog 仅切换 themeId 无细粒度参数","AppSettings 增加 themeAccent/themeRadius/themeSeparation；ThemeController 将其映射到 QML theme vars；Settings/Theme 页面提供 ColorDialog/Slider","src/core/AppSettings.*; src/core/ThemeController.*; ui/qml/components/ThemesDialog.qml; ui/qml/components/SettingsDialog.qml; tests/TestThemeSystem.cpp","","调整参数后 UI 颜色/圆角/间距即时变化且重启保持","打开 Themes->调整 accent 与 radius->观察侧栏与按钮变化->重启保持；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Theme","ZEN-180","Feature","主题变量注入(Accent/Radius/Separation)","P2","M3","done","已实现(基础)","在 XBrowser：用 QML 单例 Theme（properties）驱动全局样式，避免散落硬编码","ui/qml/components/Theme.qml (待建)","ZEN-052","切换主题/工作区时，UI 颜色/圆角/间距同步更新","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Toast","INT-027","Interaction","Toast 动效与队列体验：滑入/淡入，支持点击外部不阻塞操作","P2","M2","done","当前 ToastHost Behavior on visible 无效（bool 动画）；出现/消失突兀。","改为对 opacity/y 做动画；visible 由 opacity==0 控制或用 states/transitions；与 reduce motion 联动。","ui/qml/components/ToastHost.qml","INT-001","toast 有平滑过渡；多条 toast 队列展示自然。","连续触发 5 次 toast -> 逐条显示且动效一致","logs/zen_browser_interaction_plan.csv","logs"
"developing","Toast","NEXT-V5-035","Interaction","下载通知：开始/完成/失败 toast 与工具栏 badge","P2","M18","todo","缺少明确下载通知","badge 显示进行中数量；完成 toast 提供 Open Folder；失败 toast 提供 Retry；确保 overlay 不遮挡","ui/qml/BrowserWindow.qml; ui/qml/components/ToastHost.qml; src/core/DownloadModel.*","NEXT-V5-032","下载完成时出现 toast 且点击可打开文件夹","完成一个下载->出现 toast->点击 Open Folder->资源管理器打开；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Updates","NEXT-V5-059","Interaction","更新提示：版本变化展示一次并可打开 Release Notes","P3","M21","todo","版本提示缺少 release notes 跳转（若已实现则改为补齐）","版本变化时在 NotificationsStack 显示一次提示；按钮打开 docs/CHANGELOG 或 GitHub releases；支持关闭不再提示","src/core/DiagnosticsController.*; ui/qml/components/NotificationsStack.qml; ui/qml/BrowserWindow.qml","","升级版本号后首次启动出现提示且点击可打开 release notes","修改版本号->启动->出现提示->点击打开链接；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Updates","ZEN-034","Feature","版本更新提示与窗口动画","P3","M4","done","未实现","在 XBrowser：可选实现更新提示（未来自动更新/版本公告用）","docs/ (可选); ui/qml/components/SidebarNotification.qml","ZEN-033","可记录上次版本并在变更时提示一次","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Urlbar","NEXT-V5-002","Interaction","缩放指示器：显示百分比并一键重置","P1","M15","done","当前缩放不可见","在地址栏右侧增加 ZoomIndicator（例如 110%）；点击重置；hover 显示 tooltip；reduceMotion 下不做复杂动画","ui/qml/BrowserWindow.qml; ui/qml/components/PopupManager.qml","NEXT-V5-001","缩放改变时指示器更新且点击可重置到 100%","打开网页->Ctrl+Plus 到 125%->观察指示器显示->点击指示器->回到 100%；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Urlbar","ZEN-090","Feature","Zen Omnibox Provider(快速动作)","P2","M3","done","部分实现","在 XBrowser：规划 Omnibox 架构（建议源：历史/书签/动作/工作区），先实现动作建议","ui/qml/components/Omnibox.qml (待建); src/core/Suggestions* (待建)","ZEN-017","地址栏输入可出现“动作”建议并可执行","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Urlbar","ZEN-092","Feature","复制 URL 按钮与 Share","P2","M3","done","部分实现","在 XBrowser：实现复制 URL（剪贴板）+ 可选 Windows ShareSheet","src/core/BrowserController.*; src/core/Clipboard* (待建)","ZEN-032","复制 URL 有反馈；可选提供系统分享入口","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","WebView2","INT-V2-003","Interaction","缺少 WebView2 Runtime 时给出明确可操作提示","P0","M1","done","此前缺少 runtime 时只表现为“系统找不到文件”且页面区域空白。","在 WebView2 初始化失败时暴露 initError 并在页面内显示“安装/重试”引导。","src/engine/webview2/WebView2View.*; ui/qml/BrowserWindow.qml","","缺少 runtime 时页面出现提示并提供安装链接；有 runtime 时不影响正常使用。","卸载/隔离 WebView2 Runtime 后启动 -> 看到提示 -> 点击安装链接","logs/zen_browser_interaction_plan_v2.csv","logs"
